timestamp,sensor_id,sensor_type,room,value
2025-09-15 14:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.46
2025-09-15 14:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.86
2025-09-15 15:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.05
2025-09-15 15:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.62
2025-09-15 15:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.38
2025-09-15 15:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.05
2025-09-15 16:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.02
2025-09-15 16:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.66
2025-09-15 16:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.58
2025-09-15 16:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.16
2025-09-15 17:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.62
2025-09-15 17:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.74
2025-09-15 17:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.98
2025-09-15 17:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.88
2025-09-15 18:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.82
2025-09-15 18:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.62
2025-09-15 18:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.55
2025-09-15 18:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.3
2025-09-15 19:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.04
2025-09-15 19:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.29
2025-09-15 19:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.53
2025-09-15 19:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.32
2025-09-15 20:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.87
2025-09-15 20:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.56
2025-09-15 20:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.99
2025-09-15 20:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.47
2025-09-15 21:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.06
2025-09-15 21:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.56
2025-09-15 21:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.58
2025-09-15 21:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.51
2025-09-15 22:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.82
2025-09-15 22:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.46
2025-09-15 22:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.91
2025-09-15 22:45:00,TEM_SAL_01,temperature,Sala_Reuniao,18.98
2025-09-15 23:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.86
2025-09-15 23:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.39
2025-09-15 23:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.46
2025-09-15 23:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.77
2025-09-16 00:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.79
2025-09-16 00:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.24
2025-09-16 00:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.68
2025-09-16 00:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.8
2025-09-16 01:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.59
2025-09-16 01:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.6
2025-09-16 01:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.57
2025-09-16 01:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.44
2025-09-16 02:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.69
2025-09-16 02:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.6
2025-09-16 02:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.54
2025-09-16 02:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.8
2025-09-16 03:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.24
2025-09-16 03:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.41
2025-09-16 03:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.55
2025-09-16 03:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.2
2025-09-16 04:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.07
2025-09-16 04:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.3
2025-09-16 04:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.05
2025-09-16 04:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.6
2025-09-16 05:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.68
2025-09-16 05:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.55
2025-09-16 05:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.88
2025-09-16 05:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.43
2025-09-16 06:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.82
2025-09-16 06:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.09
2025-09-16 06:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.57
2025-09-16 06:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.06
2025-09-16 07:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.3
2025-09-16 07:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.65
2025-09-16 07:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.66
2025-09-16 07:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.68
2025-09-16 08:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.73
2025-09-16 08:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.17
2025-09-16 08:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.52
2025-09-16 08:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.34
2025-09-16 09:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.48
2025-09-16 09:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.49
2025-09-16 09:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.56
2025-09-16 09:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.88
2025-09-16 10:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.18
2025-09-16 10:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.29
2025-09-16 10:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.86
2025-09-16 10:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.67
2025-09-16 11:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.31
2025-09-16 11:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.6
2025-09-16 11:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.83
2025-09-16 11:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.21
2025-09-16 12:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.06
2025-09-16 12:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.88
2025-09-16 12:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.29
2025-09-16 12:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.91
2025-09-16 13:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.87
2025-09-16 13:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.05
2025-09-16 13:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.33
2025-09-16 13:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.19
2025-09-16 14:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.99
2025-09-16 14:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.08
2025-09-16 14:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.22
2025-09-16 14:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.09
2025-09-16 15:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.68
2025-09-16 15:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.13
2025-09-16 15:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.31
2025-09-16 15:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.88
2025-09-16 16:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.21
2025-09-16 16:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.81
2025-09-16 16:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.96
2025-09-16 16:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.95
2025-09-16 17:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.53
2025-09-16 17:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.16
2025-09-16 17:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.68
2025-09-16 17:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.01
2025-09-16 18:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.08
2025-09-16 18:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.05
2025-09-16 18:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.04
2025-09-16 18:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.87
2025-09-16 19:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.65
2025-09-16 19:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.57
2025-09-16 19:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.03
2025-09-16 19:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.96
2025-09-16 20:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.92
2025-09-16 20:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.84
2025-09-16 20:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.14
2025-09-16 20:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.15
2025-09-16 21:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.17
2025-09-16 21:15:00,TEM_SAL_01,temperature,Sala_Reuniao,18.96
2025-09-16 21:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.6
2025-09-16 21:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.56
2025-09-16 22:00:00,TEM_SAL_01,temperature,Sala_Reuniao,18.89
2025-09-16 22:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.69
2025-09-16 22:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.14
2025-09-16 22:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.48
2025-09-16 23:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.77
2025-09-16 23:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.89
2025-09-16 23:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.72
2025-09-16 23:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.03
2025-09-17 00:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.38
2025-09-17 00:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.64
2025-09-17 00:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.1
2025-09-17 00:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.41
2025-09-17 01:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.97
2025-09-17 01:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.59
2025-09-17 01:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.58
2025-09-17 01:45:00,TEM_SAL_01,temperature,Sala_Reuniao,20.7
2025-09-17 02:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.77
2025-09-17 02:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.02
2025-09-17 02:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.48
2025-09-17 02:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.44
2025-09-17 03:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.5
2025-09-17 03:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.92
2025-09-17 03:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.33
2025-09-17 03:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.93
2025-09-17 04:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.69
2025-09-17 04:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.81
2025-09-17 04:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.6
2025-09-17 04:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.41
2025-09-17 05:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.83
2025-09-17 05:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.21
2025-09-17 05:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.77
2025-09-17 05:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.16
2025-09-17 06:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.58
2025-09-17 06:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.24
2025-09-17 06:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.28
2025-09-17 06:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.11
2025-09-17 07:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.23
2025-09-17 07:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.65
2025-09-17 07:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.49
2025-09-17 07:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.63
2025-09-17 08:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.75
2025-09-17 08:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.53
2025-09-17 08:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.51
2025-09-17 08:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.27
2025-09-17 09:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.36
2025-09-17 09:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.68
2025-09-17 09:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.55
2025-09-17 09:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.52
2025-09-17 10:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.32
2025-09-17 10:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.65
2025-09-17 10:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.23
2025-09-17 10:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.21
2025-09-17 11:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.84
2025-09-17 11:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.34
2025-09-17 11:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.46
2025-09-17 11:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.62
2025-09-17 12:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.67
2025-09-17 12:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.27
2025-09-17 12:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.16
2025-09-17 12:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.19
2025-09-17 13:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.79
2025-09-17 13:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.92
2025-09-17 13:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.05
2025-09-17 13:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.3
2025-09-17 14:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.49
2025-09-17 14:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.01
2025-09-17 14:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.0
2025-09-17 14:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.79
2025-09-17 15:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.12
2025-09-17 15:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.42
2025-09-17 15:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.67
2025-09-17 15:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.78
2025-09-17 16:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.63
2025-09-17 16:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.56
2025-09-17 16:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.37
2025-09-17 16:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.75
2025-09-17 17:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.34
2025-09-17 17:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.94
2025-09-17 17:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.96
2025-09-17 17:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.02
2025-09-17 18:00:00,TEM_SAL_01,temperature,Sala_Reuniao,20.88
2025-09-17 18:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.39
2025-09-17 18:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.5
2025-09-17 18:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.95
2025-09-17 19:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.9
2025-09-17 19:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.12
2025-09-17 19:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.02
2025-09-17 19:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.72
2025-09-17 20:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.51
2025-09-17 20:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.53
2025-09-17 20:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.57
2025-09-17 20:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.45
2025-09-17 21:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.19
2025-09-17 21:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.87
2025-09-17 21:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.18
2025-09-17 21:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.53
2025-09-17 22:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.77
2025-09-17 22:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.29
2025-09-17 22:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.27
2025-09-17 22:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.18
2025-09-17 23:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.65
2025-09-17 23:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.69
2025-09-17 23:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.86
2025-09-17 23:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.64
2025-09-18 00:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.93
2025-09-18 00:15:00,TEM_SAL_01,temperature,Sala_Reuniao,19.66
2025-09-18 00:30:00,TEM_SAL_01,temperature,Sala_Reuniao,19.94
2025-09-18 00:45:00,TEM_SAL_01,temperature,Sala_Reuniao,19.88
2025-09-18 01:00:00,TEM_SAL_01,temperature,Sala_Reuniao,19.88
2025-09-18 01:15:00,TEM_SAL_01,temperature,Sala_Reuniao,20.11
2025-09-18 01:30:00,TEM_SAL_01,temperature,Sala_Reuniao,20.61
2025-09-18 01:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.31
2025-09-18 02:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.22
2025-09-18 02:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.1
2025-09-18 02:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.31
2025-09-18 02:45:00,TEM_SAL_01,temperature,Sala_Reuniao,21.37
2025-09-18 03:00:00,TEM_SAL_01,temperature,Sala_Reuniao,21.68
2025-09-18 03:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.71
2025-09-18 03:30:00,TEM_SAL_01,temperature,Sala_Reuniao,21.94
2025-09-18 03:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.39
2025-09-18 04:00:00,TEM_SAL_01,temperature,Sala_Reuniao,22.27
2025-09-18 04:15:00,TEM_SAL_01,temperature,Sala_Reuniao,21.85
2025-09-18 04:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.36
2025-09-18 04:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.58
2025-09-18 05:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.13
2025-09-18 05:15:00,TEM_SAL_01,temperature,Sala_Reuniao,22.2
2025-09-18 05:30:00,TEM_SAL_01,temperature,Sala_Reuniao,22.57
2025-09-18 05:45:00,TEM_SAL_01,temperature,Sala_Reuniao,22.84
2025-09-18 06:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.26
2025-09-18 06:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.21
2025-09-18 06:30:00,TEM_SAL_01,temperature,Sala_Reuniao,23.71
2025-09-18 06:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.65
2025-09-18 07:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.46
2025-09-18 07:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.65
2025-09-18 07:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.09
2025-09-18 07:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.32
2025-09-18 08:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.41
2025-09-18 08:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.37
2025-09-18 08:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.37
2025-09-18 08:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.85
2025-09-18 09:00:00,TEM_SAL_01,temperature,Sala_Reuniao,23.84
2025-09-18 09:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.43
2025-09-18 09:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.12
2025-09-18 09:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.92
2025-09-18 10:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.55
2025-09-18 10:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.71
2025-09-18 10:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.17
2025-09-18 10:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.2
2025-09-18 11:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.17
2025-09-18 11:15:00,TEM_SAL_01,temperature,Sala_Reuniao,24.19
2025-09-18 11:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.96
2025-09-18 11:45:00,TEM_SAL_01,temperature,Sala_Reuniao,24.03
2025-09-18 12:00:00,TEM_SAL_01,temperature,Sala_Reuniao,24.54
2025-09-18 12:15:00,TEM_SAL_01,temperature,Sala_Reuniao,23.92
2025-09-18 12:30:00,TEM_SAL_01,temperature,Sala_Reuniao,24.34
2025-09-18 12:45:00,TEM_SAL_01,temperature,Sala_Reuniao,23.83
